1.7525191 3.0713231 3.0713231
1.7560390 3.0836853 3.0836729
1.7619858 3.1046730 3.1045940
1.7621937 3.1053861 3.1053267
1.7658156 3.1182046 3.1181046
1.7684161 3.1274125 3.1272954
1.7646037 3.1140138 3.1138262
1.7666790 3.1213488 3.1211545
1.7667098 3.1214361 3.1212634
1.7665830 3.1209710 3.1208154
1.7659336 3.1186673 3.1185216
1.7646799 3.1142461 3.1140953
1.7637829 3.1110790 3.1109301
1.7619141 3.1045251 3.1043414
1.7625684 3.1068247 3.1066473
1.7639220 3.1116146 3.1114208
1.7648798 3.1149978 3.1148008
1.7665622 3.1209761 3.1207419
1.7675219 3.1243720 3.1241336
1.7679417 3.1258478 3.1256179
1.7696140 3.1318086 3.1315337
1.7718397 3.1397824 3.1394160
1.7727630 3.1430578 3.1426885
1.7732763 3.1448686 3.1445087
1.7761094 3.1551027 3.1545645
1.7795030 3.1674362 3.1666308
1.7822344 3.1773289 3.1763594
1.7827206 3.1790341 3.1780929
1.7840018 3.1836173 3.1826625
1.7860176 3.1908998 3.1898590
1.7869488 3.1942193 3.1931860
1.7884087 3.1994729 3.1984058
1.7895762 3.2036613 3.2025830
1.7897767 3.2043487 3.2033008
1.7910240 3.2088378 3.2077670
1.7920719 3.2126013 3.2115218
1.7930535 3.2161257 3.2150407
1.7932696 3.2168740 3.2158158
1.7921916 3.2130261 3.2119508
1.7915913 3.2108619 3.2097995
1.7912913 3.2097645 3.2087244
1.7914026 3.2101393 3.2091234
1.7912721 3.2096487 3.2086558
1.7907765 3.2078616 3.2068806
1.7902194 3.2058582 3.2048854
1.7901192 3.2054788 3.2045267
1.7905203 3.2069022 3.2059630
1.7912945 3.2096837 3.2087358
1.7920913 3.2125502 3.2115912
1.7928129 3.2151433 3.2141780
1.7930018 3.2158037 3.2148555
1.7938579 3.2188935 3.2179261
1.7953181 3.2242270 3.2231671
1.7961497 3.2272309 3.2261539
1.7961855 3.2273399 3.2262824
1.7962373 3.2275073 3.2264685
1.7960182 3.2267045 3.2256814
1.7963737 3.2279713 3.2269585
1.7966137 3.2288198 3.2278208
1.7964698 3.2282871 3.2273036
1.7962010 3.2273097 3.2263380
1.7957229 3.2255906 3.2246206
1.7953191 3.2241354 3.2231707
1.7950395 3.2231214 3.2221669
1.7948484 3.2224232 3.2214810
1.7945267 3.2212607 3.2203261
1.7942677 3.2203217 3.2193965
1.7940652 3.2195843 3.2186700
1.7937312 3.2183802 3.2174716
1.7932980 3.2168262 3.2159176
1.7926193 3.2144121 3.2134841
1.7919681 3.2120950 3.2111498
1.7911608 3.2092363 3.2082571
1.7903092 3.2062260 3.2052071
1.7895960 3.2036969 3.2026539
1.7889156 3.2012829 3.2002189
1.7884523 3.1996282 3.1985617
1.7878208 3.1973866 3.1963031
1.7869738 3.1944010 3.1932753
1.7862134 3.1917158 3.1905585
1.7858594 3.1904469 3.1892938
1.7855140 3.1892091 3.1880604
1.7850416 3.1875266 3.1863735
1.7841867 3.1845222 3.1833221
1.7833162 3.1814661 3.1802165
1.7828114 3.1796732 3.1784165
1.7823083 3.1778869 3.1766228
1.7820683 3.1770223 3.1757676
1.7820105 3.1768025 3.1755616
1.7817186 3.1757558 3.1745211
1.7812890 3.1742284 3.1729907
1.7813148 3.1743067 3.1730824
1.7814169 3.1746582 3.1734460
1.7812989 3.1742263 3.1730258
1.7816237 3.1753809 3.1741831
1.7814767 3.1748467 3.1736593
1.7815864 3.1752264 3.1740500
1.7820044 3.1767211 3.1755398
1.7822939 3.1777489 3.1765714
1.7824210 3.1781919 3.1770246
