1 0.6
1 0.6
0.978856 0.61173
0.950992 0.601693
0.950992 0.601693
0.950992 0.601693
0.950992 0.601693
0.950992 0.601693
0.903032 0.60604
0.869569 0.654548
0.869569 0.654548
0.837087 0.628005
0.810097 0.598019
0.810097 0.598019
0.80875 0.615205
0.80875 0.615205
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.786382 0.61618
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.810891 0.620482
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
0.806993 0.611746
